iter	Logloss
865	0.05255819129
866	0.0524543094
867	0.05234907114
868	0.05221339454
869	0.05209017409
870	0.05196315465
871	0.05184114231
872	0.05171557721
873	0.05159047519
874	0.05147783985
875	0.05136953566
876	0.05125551565
877	0.05114432914
878	0.05103778569
879	0.05092530631
880	0.05080936142
881	0.05068907205
882	0.05058746017
883	0.05048196216
884	0.05038628204
885	0.05025537455
886	0.05017112912
887	0.05006098248
888	0.04995416034
889	0.04982860593
890	0.04971511386
891	0.0495868974
892	0.04946743671
893	0.04936645978
894	0.04924340057
895	0.04913678517
896	0.04906163992
897	0.04894429565
898	0.04886018275
899	0.04874175079
900	0.04863252092
901	0.04851355829
902	0.04840755483
903	0.04831184115
904	0.04819158771
905	0.04807449537
906	0.04796025721
907	0.04783593809
908	0.04772221927
909	0.04760424095
910	0.04755081375
911	0.04748069574
912	0.0473731643
913	0.04726155818
914	0.0471699066
915	0.04705757024
916	0.04697035072
917	0.04684362101
918	0.04672955284
919	0.0466646304
920	0.04658737445
921	0.04650421668
922	0.04640909781
923	0.04632561842
924	0.04622753889
925	0.04613311471
926	0.04603418334
927	0.04594132245
928	0.04582529423
929	0.04572611348
930	0.04561410215
931	0.04551093691
932	0.04540083472
933	0.04531135972
934	0.04520980088
935	0.04509971441
936	0.04498505983
937	0.04490003425
938	0.04479940522
939	0.04470467808
940	0.0446116284
941	0.04449903834
942	0.04439831666
943	0.04428453713
944	0.04425542061
945	0.04415186502
946	0.04404267048
947	0.04395436932
948	0.04387301944
949	0.04380514379
950	0.04372508023
951	0.04361710322
952	0.04351586084
953	0.04342873246
954	0.04334200308
955	0.04325129703
956	0.04315081497
957	0.04305964787
958	0.04297675561
959	0.04287881702
960	0.04278630542
961	0.04268812202
962	0.04260513057
963	0.04250591682
964	0.0424168128
965	0.04234611445
966	0.04224951111
967	0.04216892816
968	0.04206970598
969	0.04197836802
970	0.04187843215
971	0.04178356495
972	0.04173330375
973	0.04166466843
974	0.0415717458
975	0.04149964174
976	0.04142222537
977	0.04133514804
978	0.04125820622
979	0.04119780551
980	0.04110441264
981	0.0410011003
982	0.04090935767
983	0.04083441219
984	0.04076826034
985	0.0407128526
986	0.04060664539
987	0.04052140254
988	0.04041987013
989	0.04032609904
990	0.04022295044
991	0.04014034292
992	0.04007640764
993	0.04005933702
994	0.03996984164
995	0.03988679124
996	0.03979874635
997	0.03972846937
998	0.03964235493
999	0.03957271043
